,func,url,url_f
201,行動銀行,https://www.taishinbank.com.tw/TSB/personal/digital/Digital-Platform/mobile-banking/how-to-apply-member/,https://www.taishinbank.com.tw/TSB/personal/digital/Digital-Platform/mobile-banking/how-to-apply-member/
202,行動支付,https://www.taishinbank.com.tw/TSB/personal/digital/Innovative-Service/payment/,https://www.taishinbank.com.tw/TSB/personal/digital/Innovative-Service/payment/
203,,https://tsbk.tw/N23HG/,https://www.taishinbank.com.twhttps://tsbk.tw/N23HG/
204,,https://mkp-tsbank.cdn.hinet.net/TsCms/WebMarketing?id=WM_20200623184624734,https://www.taishinbank.com.twhttps://mkp-tsbank.cdn.hinet.net/TsCms/WebMarketing?id=WM_20200623184624734
205,,https://mkp-tsbank.cdn.hinet.net/TsCms/WebMarketing?id=WM_20200623184347717,https://www.taishinbank.com.twhttps://mkp-tsbank.cdn.hinet.net/TsCms/WebMarketing?id=WM_20200623184347717
206,,https://mkp-tsbank.cdn.hinet.net/TsCms/WebMarketing?id=WM_20200520110948085,https://www.taishinbank.com.twhttps://mkp-tsbank.cdn.hinet.net/TsCms/WebMarketing?id=WM_20200520110948085
207,,https://mkp-tsbank.cdn.hinet.net/TsCms/WebMarketing?id=WM_20200520141639623,https://www.taishinbank.com.twhttps://mkp-tsbank.cdn.hinet.net/TsCms/WebMarketing?id=WM_20200520141639623
208,,https://www.taishinbank.com.tw/TSB/personal/common/COVID-19/COVID-19QA/,https://www.taishinbank.com.tw/TSB/personal/common/COVID-19/COVID-19QA/
209,,/TSB/personal/wealth/news/,https://www.taishinbank.com.tw/TSB/personal/wealth/news/
210,,https://www.taishinbank.com.tw/invst/info/news/,https://www.taishinbank.com.tw/invst/info/news/
211,,https://www.taishinbank.com.tw/invst/info/expert/,https://www.taishinbank.com.tw/invst/info/expert/
212,,https://smartrobot.taishinbank.com.tw/chat/index.php/rose?eservice=roseweb&utm_source=ts&utm_medium=web&utm_campaign=db_wholesite&utm_content=button_footer,https://www.taishinbank.com.twhttps://smartrobot.taishinbank.com.tw/chat/index.php/rose?eservice=roseweb&utm_source=ts&utm_medium=web&utm_campaign=db_wholesite&utm_content=button_footer
